License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Zip Code,Square Footage,Retail_Address
726861,Store,JAC,HOME MART INC,HOME MART,1348,CENTRAL AVENUE,12205,1500,1348 CENTRAL AVENUE
707378,Store,JAC,HONEST WEIGHT FOOD COOP INC,HONEST WEIGHT FOOD COOP,100,WATERVLIET AVE,12206,30000,100 WATERVLIET AVE
720078,Store,JAC,REDS SEAFOOD CO LLC,HOOKED SEAFOOD CO,1214,TROY SCHENECTADY RD,12110,600,1214 TROY SCHENECTADY RD
10894,Store,JAC,IBB FOOD MART INC,IBB FOOD MART,615,CLINTON AVE,12206,1200,615 CLINTON AVE
10925,Store,JAC,IDA YARBROUGH CONV SUPERMKT INC,IDA YARBROUGH CONV MKT,260,N PEARL ST,12207,1500,260 N PEARL ST
712605,Store,A,SHAH RETAIL CORP,IMPERIAL MART,191,LARK ST,12210,0,191 LARK ST
10135,Store,JAC,KANNANTHANAM CORP,INDIA BAZAAR,1321,CENTRAL AVE,12205,2000,1321 CENTRAL AVE
10583,Store,JABCDP,INDIAN LADDER FARMS INC,INDIAN LADDER FARMS,342,ALTAMONT RD,12009,10000,342 ALTAMONT RD
725731,Store,JAC,SANG CHO,JANG TUH ASIAN GROCERY,724,NEW LOUDON RD,12110,3000,724 NEW LOUDON RD
10619,Store,A,WELCH JAMES,JIMS PLACE,110,STATE ST,12207,600,110 STATE ST
705714,Store,A,HASTINGS JOHN,JOHNS LAST STAND,625,BROADWAY,12207,800,625 BROADWAY
723798,Store,JAC,K AND K ALBANY INC,K AND K ALBANY,607,BROADWAY,12189,1000,607 BROADWAY
734731,Store,A,BROOKS CAITLYN,KATIES PATH 2 SNACKS,160,STATE ST JUSTICE BLVD,12223,600,160 STATE ST JUSTICE BLVD
730927,Store,JAC,NAPREDAK LLC,KNOX STORE,2160,BERNE ALTAMONT RD,12107,700,2160 BERNE ALTAMONT RD
10197,Store,JAC,KRAUSES HOMEMADE CANDY INC,KRAUSES HOMEMADE CANDY,1609,CENTRAL AVE,12205,10350,1609 CENTRAL AVE
10681,Store,JAC,ABUZAID SADIK A,K & S DELI GROCERY,190,2ND AVE,12202,1000,190 2ND AVE
722162,Store,JAC,KUHAR FAMILY FARM LLC,KUHAR FAMILY FARM,26,CR 353,12147,400,26 CR
11023,Store,JAC,LA GRANDE MEAT MKT & PRODUCTS COR,LA GRANDE MEAT MKT & PR,80,MORTON AVE,12202,3500,80 MORTON AVE
10726,Store,JAC,LANSING ALBERT,LANSINGS FARM MARKET,204,LISHA KILL RD,12309,1200,204 LISHA KILL RD
10389,Store,A,HISTORY HILL INC,LARK CENTRAL MARKET,218,LARK ST,12210,1200,218 LARK ST
10999,Store,JAC,MEMON SAJID G,LARK NATURAL FOODS,217,LARK ST APT 1,12210,1000,217 LARK ST
727723,Store,JAC,ABDULMOLLA AL ASHWAL,LARK NEWS & GROCERY,252,LARK ST,12210,1800,252 LARK ST
15411,Store,JAC,MP BEVERAGE INC,LATHAM BEVERAGE,601,NEW LOUDON RD,12110,5000,601 NEW LOUDON RD
704426,Store,JAC,LATHAM CIRCLE GAS INC,LATHAM CIRCLE MOBIL,477,TROY SCHENECTADY RD,12110,750,477 TROY SCHENECTADY RD
10057,Store,JAC,RAJA HAFEEZ URREHMAN,LATHAM FOOD MART,389,TROY SCHENECTADY RD,12110,2000,389 TROY SCHENECTADY RD
16050,Store,JAC,KOUNOUPIS PETER,LATHAM MEAT MARKET,689,NEW LOUDON RD,12110,800,689 NEW LOUDON RD
10971,Store,JAC,LAU NORBERT,LAU NORBERT,221,CENTRAL AVE,12206,1800,221 CENTRAL AVE
15854,Store,JAC,ARBAB ABDUL WAHID,L&B GROCERIES,60,ROBIN ST,12206,1000,60 ROBIN ST
10994,Store,JAC,LEPAGES DISTRIBUTING INC,LEPAGES MARKET,342,N MOHAWK ST,12047,0,342 N MOHAWK ST
10922,Store,JAC,SALEH AMIN H,LEX DELI,46,LEXINGTON AVE,12206,2000,46 LEXINGTON AVE
723664,Store,A,AL ASHWAL ABDULMOLLA A,LEXINGTON DELI & GROCER,55,LEXINGTON AVE,12206,1600,55 LEXINGTON AVE
10884,Store,JAC,NEW TEST ENITY FOR LICENSE LLC,LICENSE TEST,10B,AIRLINE DR,12205,0,10B AIRLINE DR
10514,Store,A,LINDT&SPRUNGLI USA INC,LINDT CHOCOLATE 333,,ONE CROSSGATES MALL RD SUITE P-21,12203,1500,
10290,Store,JAC,LECLAIRE LISA A,LISAS PRODUCE&MORE,406,KENWOOD AVE,12054,600,406 KENWOOD AVE
10924,Store,JAC,MAHRAM BASSAM S,LIVINGSTON MARKET,367,LIVINGSTON AVE,12206,2000,367 LIVINGSTON AVE
10841,Store,JAC,NKN TRADING INC,LUCKY TIME,299,2ND AVE,12209,2000,299 2ND AVE
16028,Store,JAC,HAMIDA ENTERPRISES INC,LUKOIL/GC MINI MART,456,RT 146 MAIN ST,12085,1500,456 RT 146 MAIN ST
731280,Store,JAC,MADISON GROCERY & DELI INC,MADISON GROCERY & DELI,130,MADISON AVE,12202,1200,130 MADISON AVE
731349,Store,JAC,MADISON MART INC,MADISON MART,145,MADISON AVE,12202,2000,145 MADISON AVE
714870,Store,JAC,WORLD WIDE OFFICE LLC,MADISON MART,870,MADISON AVE,12208,2400,870 MADISON AVE
720118,Store,JAC,MALOOK STORE INC,MALOOK STORE,1221,WESTERN AVE,12203,0,1221 WESTERN AVE
725030,Store,A,MANI PETROLINE INC,MANI PETROLINE,213,MAIN STREET,12143,0,213 MAIN STREET
10305,Store,JAC,MAPLE LEAF MARKET LLC,MAPLE LEAF MARKET,323,ONTARIO ST,12208,1800,323 ONTARIO ST
10711,Store,JABC,PRICE CHOPPER OPERATING CO INC,MARKET 32 STORE 28,2080,WESTERN AVE,12084,45000,2080 WESTERN AVE
724993,Store,A,MARRA'S PHARMACY INC,MARRA'S PHARMACY,217,REMSEN ST,12047,45000,217 REMSEN ST
717649,Store,JAC,MAURO JEFFREY AND MAURO MAUREEN,MAUROS MENU,1391,INDIAN FIELDS RD,12067,5490,1391 INDIAN FIELDS RD
10103,Store,JAC,VILLAGE BUTCHER INC THE,MCCARROLLS-VLLG BUTCHER,406,KENWOOD AVE,12054,1500,406 KENWOOD AVE
10995,Store,JAC,MEDINA HALAL MARKET INC THE,MEDINA HALAL MARKET THE,286,CENTRAL AVE,12206,5000,286 CENTRAL AVE
10601,Store,JAC,A&S BROTHERS INC,MEGA MART,1560,CENTRAL AVE,12205,1400,1560 CENTRAL AVE
10790,Store,JAC,A&S BROTHERS INC.,MEGA MART II,484,LOUDON RD,12211,1500,484 LOUDON RD
708446,Store,JAC,MENANDS 2020 MARKET INC,MENANDS 2020 MARKET,703,N PEARL ST,12204,2000,703 N PEARL ST
10890,Store,JAC,AK 9 NY LLC,MENANDS SHOP&GO,116,BROADWAY,12204,2200,116 BROADWAY
717625,Store,JAC,VASQUES PEREZ ALBERTO,MEXICAN DELI,253,CENTRAL AVE,12206,12000,253 CENTRAL AVE
10947,Store,JAC,SANTACRUZ EMMANUEL,MEXICAN MARKET,654,CENTRAL AVE,12206,1000,654 CENTRAL AVE
729702,Store,JAC,MIAMI MARKET LLC,MIAMI MARKET,515,WASHINGTON AVE,12206,2250,515 WASHINGTON AVE
716162,Store,A,PERUNOVIC MIODRAG,MICKEYS CORNER,40,NORTH PEARL ST,12207,0,40 NORTH PEARL ST
730735,Store,A,PERUNOVIC MIODRAG,MICKEYS CORNER,6,EMPIRE STATE PLAZA,12228,0,6 EMPIRE STATE PLAZA
10727,Store,JAC,MIGUELS JEWELRY LLC,MIGUELS DELI & GROCERY,219,S PEARL ST,12202,1800,219 S PEARL ST
10191,Store,JAC,MEHSIN HEZAM A,MIKE DOWNTOWN GROCERY D,24,2ND AVE,12202,1200,24 2ND AVE
706698,Store,A,ALMY MILDRED,MILLIES SNACKS,,EMPIRE STATE PLAZA ROOM 134 AT,12223,800,
734210,Store,A,M&M FOOD MART INC,M&M MART,591,BROADWAY,12204,300,591 BROADWAY
732612,Store,JAC,VIVUMITU LLC,MOBIL DELMAR,317,DELAWARE AVENUE,12054,1500,317 DELAWARE AVENUE
10739,Store,JAC,LAGUNA MINI MART INC,MOBIL MART,610,TROY SCHENECTADY RD,12110,3000,610 TROY SCHENECTADY RD
10733,Store,JAC,RED KAP SALES INC,MOBIL ON THE RUN,482,ALBANY SHAKER RD,12211,2200,482 ALBANY SHAKER RD
10166,Store,JAC,ALSEIDI DAHAN ALI&HASEN ALSHEGA M,MONTANA FOOD MARKET,17,WATERVLIET AVE,12206,1500,17 WATERVLIET AVE
717223,Store,JAC,MR SAM FOOD MARKET INC,MR SAM FOOD MARKET,61,QUAIL ST,12206,0,61 QUAIL ST
10913,Store,JAC,NEW ASIAN FOOD MARKET INC,NEW ASIAN FOOD MARKET,91,COLVIN AVE,12206,3500,91 COLVIN AVE
10966,Store,JAC,NEW KIMS ORIENTAL GROCERY INC,NEW KIMS ORIENTAL GRCY,1649,CENTRAL AVE,12205,6000,1649 CENTRAL AVE
10895,Store,A,ESS ESS ENTERPRISES OF NY CORP,NEWS CORNER,1,CROSSGATE MALL FOOD COURT,12203,1200,1 CROSSGATE MALL
720578,Store,A,ADIRONDACK S AND S LLC,NEWSSTAND,1,CROSSGATES MALL RD D 105,12203,600,1 CROSSGATES MALL RD
713776,Store,JAC,NINE PIN CIDERWORKS LLC,NINE PIN CIDERWORKS,929,BROADWAY,12207,15000,929 BROADWAY
10302,Store,JAB,NINO'S BAKERY LLC,NINO'S BAKERY,718,CENTRAL AVE,12206,3000,718 CENTRAL AVE
10066,Store,JAC,COLUCCIO DOMINICK,NINOS DELI&SUBS,718,CENTRAL AVE,12206,1500,718 CENTRAL AVE
734352,Store,JAC,N & M MART CORP,N & M MART,1348,CENTRAL AVENUE,12205,0,1348 CENTRAL AVENUE
730691,Store,JAC,NOCTURNAL COOKIES LLC,NOCTURNAL COOKIES,113,EVERETT,12205,0,113 EVERETT
731463,Store,JAC,SHREE SANDERI INC,NOOR MART,1010,19TH STREET,12189,1100,1010 19TH STREET
720915,Store,JAC,SHAMOUNIAN BERJOUHI,NORAS GROCERY,143,TROY SCHENECTADY RD,12189,1800,143 TROY SCHENECTADY RD
10683,Store,JAC,SALEH ADEL THABET,NORTH ALLEN NEWS DELI,159,N ALLEN ST,12206,1800,159 N ALLEN ST
717374,Store,JAC,NUTTINGS GENERAL STORE & DELI INC,NUTTINGS,1359,5TH AVE,12189,1600,1359 5TH AVE
11020,Store,JAC,NY SUPERMARKET INC,NY SUPERMARKET,184,HENRY JOHNSON BLVD,12210,3000,184 HENRY JOHNSON BLVD
723837,Store,JAC,HERNANDEZ HECTOR,OAXAQUENA TRIQUI,77,N LAKE AVE,12206,1600,77 N LAKE AVE
717901,Store,A,OCEAN STATE JOB LOT OF NY2011 LLC,OCEAN STATE JOB LOT,911,CENTRAL AVE,12206,10000,911 CENTRAL AVE
708092,Store,JAC,CHULAN EVOO LLC,OLIVA GOURMET OLIVE OIL,1475,WESTERN AVE STORE #30,12203,1300,1475 WESTERN AVE
10800,Store,JAC,ALAWDI ADEL ALI,ONE STAR MARKET,153,CLINTON AVE,12210,1000,153 CLINTON AVE
734514,Store,JAC,ABOALLRGAL CORPORATION,ONTARIO SUPER MARKET,46,ONTARIO ST,12206,1500,46 ONTARIO ST
726060,Store,A,MADDOX JAMES,OPENING CONVIENT STORE,114A,QUAIL STREET,12206,800,114A QUAIL STREET
704271,Store,JAC,ORIGINAL HONEYBAKED HAM CO OF GA,ORIGINAL HONEYBAKED HAM,69,WOLF RD,12205,3000,69 WOLF RD
718680,Store,JAC,P & A MINI MARKET INC,P & A MINI MARKET,561,CLINTON AVE,12206,5000,561 CLINTON AVE
15814,Store,JAC,CREIGHTONS OF GUILDERLAND INC,PARADISE NATURAL FOODS,1823,WESTERN AVE,12203,1600,1823 WESTERN AVE
10928,Store,JAC,PARIVAR SPICES&FOOD INC,PARIVAR SPICES&FOOD,1275,CENTRAL AVE,12205,4800,1275 CENTRAL AVE
723320,Store,A,PARK DOLLAR PLUS INC,PARK DOLLAR PLUS,351,ONTARIO ST,12208,2000,351 ONTARIO ST
704964,Store,JAC,PEACOCK INC,PEACOCK,795,BROADWAY,12207,2000,795 BROADWAY
10350,Store,JAC,OSMAN ALAAELDIN M,PEARL MARKET,213,S PEARL ST,12202,1000,213 S PEARL ST
10449,Store,A,RUKHSANA CORP,PEARL STREET CONVENIENC,51,S PEARL ST,12207,850,51 S PEARL ST
10492,Store,JAC,ANASTASIO IMPORTING CO INC,PELLEGRINO IMPORTING CO,1197,CENTRAL AVE,12205,5380,1197 CENTRAL AVE
731050,Store,JAC,SHREE DAKSAH INC,PINE HILLS MARKET,504,HUDSON AVE,12206,1200,504 HUDSON AVE
704121,Store,JAC,DHARAM INC,PLAZA 23 TRUCK STOP,240,CHURCH ST,12202,3600,240 CHURCH ST
15851,Store,JABC,P&L DELI AND SUPERETTE INC,P&L DELI,599,STATE RT 143,12193,2000,599 STATE
703983,Store,A,WHITE PETER S,PORTOBELLA PETES,,BLDG 12 STATE CAMPUS DOL,12240,600,
725448,Store,JAC,PRESTIGE PETROLEUM CORP,PRESTIGE PETROLEUM,791,NEW SCOTLAND AVE,12208,1200,791 NEW SCOTLAND AVE
10070,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 133,911,CENTRAL AVE,12206,83000,911 CENTRAL AVE
10086,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 138,873,NEW LOUDON RD,12110,150700,873 NEW LOUDON RD
10222,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 159,1395,NEW SCOTLAND RD,12159,80000,1395 NEW SCOTLAND RD
10367,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 183,1706,WESTERN AVE,12203,38000,1706 WESTERN AVE
10368,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 188,475,ALBANY SHAKER RD,12211,28000,475 ALBANY SHAKER RD
10454,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 196,329,TOWN SQUARE PLAZA,12077,57000,329 TOWN SQUARE PLAZA
15671,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 224,1892,CENTRAL AVE,12205,69000,1892 CENTRAL AVE
10587,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 23,1060,MADISON AVE,12208,27000,1060 MADISON AVE
711851,Store,JAC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER #245,515,19TH ST,12189,0,515 19TH ST
10172,Store,JAC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 36,240,CONGRESS ST,12047,15000,240 CONGRESS ST
10169,Store,JABC,PRICE CHOPPER OPERATING CO INC,PRICE CHOPPER 45,40,DELAWARE AVE,12210,28000,40 DELAWARE AVE
10980,Store,JAC,ALBANY TMH INC,PRIMAL YOUR LOCAL BUTCH,1475,WESTERN AVE #11,12203,2300,1475 WESTERN AVE
10179,Store,JAC,PRINCE CORNER DELI&GROCERY INC TH,PRINCE DELI&GROCERY,20,N MANNING BLVD,12206,1200,20 N MANNING BLVD
15035,Store,JABHK,PRINZOS BAKERY INC,PRINZOS BAKERY,344,DELAWARE AVE,12209,2300,344 DELAWARE AVE
724922,Store,JAC,P S ALBANY FOOD MART,P S ALBANY FOOD,553,WASHINGTON AVE,12206,2000,553 WASHINGTON AVE
705389,Store,JAC,SHAN ENTERPRISES INC,QUAIL STREET MARKET AND,167,QUAIL ST,12203,1500,167 QUAIL ST
734990,Store,JAC,KARIM RETAIL INC,QUAIL STREET MARKET & D,167,QUAIL STREET,12203,0,167 QUAIL STREET
730131,Store,JAC,QUINN DELI AND GROCERY,QUINN DELI AND GROCERY,418,MADISON AVE,12203,1600,418 MADISON AVE
718608,Store,JAC,QURESHIS TRADING USA INC,QURESHIS TRADING USA,212,QUAIL ST,12203,5000,212 QUAIL ST
10930,Store,JAC,A&F CO INC,QWIX MART,2055,DELAWARE TPKE,12041,1000,2055 DELAWARE TPKE
732040,Store,JAC,RAFIK DELI INC,RAFIK DELI,109,CENTRAL AVE,12206,0,109 CENTRAL AVE
15978,Store,JAC,RAGONESE IMPORTS INC,RAGONESE IMPORTS,409,NEW SCOTLAND AVE,12208,1000,409 NEW SCOTLAND AVE
730179,Store,JAC,ALFONSO A. RAMOS INCORPORATED,R & A GROCERY,265,CENTRAL AVE,12206,1200,265 CENTRAL AVE
10642,Store,JABC,CA SMITH INC,RAVENA SHOP N SAVE,2480,RT 9W,12143,27000,2480 RT 9 W
710518,Store,JAC,SCHMITZ SUSANNA,RAVEN CREST BOTANICALS,842,CANADAY HILL RD,12023,300,842 CANADAY HILL RD
15942,Store,JAC,REDDY WILLIAM,REDDYS DELI&GROCERY,170,MAIN ST,12085,3200,170 MAIN ST
714019,Store,JAC,ESHAL INC,REMSEN MINI MARKET,203,REMSEN ST,12047,1600,203 REMSEN ST
704872,Store,JAC,RD AMERICA LLC,RESTAURANT DEPOT,22,WAREHOUSE ROW,12205,68300,22 WAREHOUSE ROW
718027,Store,A,NESTLER RICHARD J,RICKS EXPRESS STOP,89,WASHINGTON AVE,12230,800,89 WASHINGTON AVE
733112,Store,A,WALGREEN EASTERN CO INC,RITE AID #00661,2025,WESTERN AVE,12203,0,2025 WESTERN AVE
733109,Store,A,WALGREEN EASTERN CO INC,RITE AID #01031,581,CENTRAL AVE,12206,10550,581 CENTRAL AVE
733113,Store,A,WALGREEN EASTERN CO INC,RITE AID #03331,308,ONTARIO STREET,12047,0,308 ONTARIO STREET
733102,Store,A,WALGREEN EASTERN CO INC,RITE AID #03334,310,S PEARL ST,12202,0,310 S PEARL ST
732394,Store,A,WALGREEN EASTERN CO INC,RITE AID #04805,2463,US ROUTE 9W,12143,10000,2463 US ROUTE
732390,Store,A,WALGREEN EASTERN CO INC,RITE AID #10684,933,LOUDON ROAD,12110,8000,933 LOUDON ROAD
732386,Store,A,WALGREEN EASTERN CO INC,RITE AID #10690,1901,2ND AVENUE,12189,10500,1901 2ND AVENUE
10427,Store,A,ECKERD CORP,RITE AID 10691,1225,WESTERN AVE,12203,6000,1225 WESTERN AVE
732385,Store,A,WALGREEN EASTERN CO INC,RITE AID #10692,911,CENTRAL AVENUE,12206,10000,911 CENTRAL AVENUE
10457,Store,A,ECKERD CORP,RITE AID 10692,911,CENTRAL AVE,12206,8000,911 CENTRAL AVE
732384,Store,A,WALGREEN EASTERN CO INC,RITE AID #10695,463,ALBANY SHAKER ROAD,12211,10000,463 ALBANY SHAKER ROAD
10472,Store,A,ECKERD CORP,RITE AID 10695,463,ALBANY SHAKER RD,12211,7000,463 ALBANY SHAKER RD
732382,Store,A,WALGREEN EASTERN CO INC,RITE AID #10699,1215,TROY SCHENECTADY ROAD,12110,12000,1215 TROY SCHENECTADY ROAD
10760,Store,A,RITE AID OF NEW YORK INC,RITE AID #3331,308,ONTARIO ST,12047,14000,308 ONTARIO ST
10447,Store,A,RITE AID OF NEW YORK INC,RITE AID 4805,2463,US RT 9W,12143,6000,2463 US RT 9 W
10543,Store,A,RITE AID OF NEW YORK INC,RITE AID #4928,1863,CENTRAL AVE,12205,8000,1863 CENTRAL AVE
10506,Store,A,RITE AID OF NY INC,RITE AID 537,17-21,N PEARL ST,12207,7600,17 21 N PEARL ST
10429,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 00162,444-A,BROADWAY,12204,8000,444-A BROADWAY
10540,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 00661,2025,WESTERN AVE,12203,7500,2025 WESTERN AVE
10542,Store,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 03334,310,S PEARL ST,12202,6000,310 S PEARL ST
10274,Store,JAC,ALTIRI ABDO NOMAN AHMED,R&J GROCERY&DELI,277,CLINTON AVE,12210,700,277 CLINTON AVE
711415,Store,JAC,RNA FOOD TRADING INC,RNA FOOD TRADING,222,SOUTH PEARL ST,12202,0,222 SOUTH PEARL ST
15638,Store,JAC,EGGELHOEFER EDGAR&GLEN,ROLFS PORK STORE,70,LEXINGTON AVE,12206,1600,70 LEXINGTON AVE
15068,Store,JAC,ROMA FOODS IMPORTING CO INC,ROMA FOODS IMPORTING CO,9,COBBEE RD,12110,9200,9 COBBEE RD
731191,Store,JAC,ROUTE 20 BUTCHER AND DELI,ROUTE 20 BUTCHER AND DE,1800,WESTERN AVE,12203,1800,1800 WESTERN AVE
724230,Store,JAC,VIOSTRA HOLDINGS INC,ROUTE 20 CAFE,1823,WESTERN AVE,12203,1200,1823 WESTERN AVE
727347,Store,JAC,ROYAL KM INC,ROYAL KM,454,DELAWARE AVE,12209,2000,454 DELAWARE AVE
721220,Store,JAC,FINNIGANS INC,R & S FINNIGANS,116,QUAIL ST,12206,1800,116 QUAIL ST
730727,Store,JAC,RUNC SUPERMARKET INC,RUNC SUPERMARKET,462,TROY SCHENECTADY ROAD,12110,2000,462 TROY SCHENECTADY ROAD
15295,Store,JACD,RYAN MICHAEL W,RYANS FARMERS MARKET,114,RAILROAD AVE,12205,8000,114 RAILROAD AVE
720256,Store,JAC,DI CESARE JONATHAN,RYDER HOUSE KITCHEN,475,STATE STREET,12203,0,475 STATE STREET
728729,Store,JAC,BONILLA GERDA,SABROSURA DELI & GROCER,57,CENTRAL AVE,12206,1500,57 CENTRAL AVE
15834,Store,JAC,SAINATOS MARKET LLC,SAINATOS MARKET,423,QUAIL ST,12208,1500,423 QUAIL ST
730645,Store,JAC,SAMMY'S TRADING CORP,SAMMY'S DELI,791,MADISON AVE,12208,1900,791 MADISON AVE
16051,Store,JABC,SAMS EAST INC,SAMS CLUB 6440,579,TROY SCHENECTADY RD,12110,132000,579 TROY SCHENECTADY RD
706856,Store,JAC,ZAID SEDDIK A,SAM USA DELI & GROCERY,117,S PEARL ST,12207,1500,117 S PEARL ST
727920,Store,JAC,S AND A TRADING USA INC,S AND A TRADING USA,109,WEST ST,12206,3000,109 WEST ST
724678,Store,JAC,SAUCY BOY LLC,SAUCY BOY,113,EVERETT RD,12205,0,113 EVERETT RD
725271,Store,JAC,MORAN FOODS LLC,SAVE A LOT #8035,612,CENTRAL AVE,12206,16500,612 CENTRAL AVE
10903,Store,JAC,MORAN FOODS LLC,SAVE A LOT 843-6080,493,DELAWARE AVE,12209,15000,493 DELAWARE AVE
10768,Store,JAC,PAUL SANDRA,S&A W INDIAN AMER GRCRY,350,ELK ST,12206,3500,350 ELK ST
15783,Store,JAC,WILLARD J SCHANZ BEER WHOLSLR INC,SCHANZ BEVERAGES,400,4TH ST,12189,6400,400 4TH ST
734371,Store,JAC,BRITO RICHARD,SE7EN DOMINICAN BODEGA,32,CENTRAL AVE,12210,1200,32 CENTRAL AVE
10621,Store,JAC,SINGH GURYAM,SHAM CANDY&GROCERY,123,CENTRAL AVE,12206,2000,123 CENTRAL AVE
730124,Store,JAC,SHEBA DELICATESSEN & MARKET INC,SHEBA DELICATESSEN & MA,520,WASHINGTON AVE,12203,1500,520 WASHINGTON AVE
703371,Store,JAC,SHOP RITE SUPERMARKETS INC,SHOPRITE #234,651,CENTRAL AVE,12206,600,651 CENTRAL AVE
11012,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOPRITE OF ALBANY,709,CENTRAL AVE,12206,8200,709 CENTRAL AVE
705478,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOPRITE OF COLONIE STO,1730,CENTRAL AVE,12205,0,1730 CENTRAL AVE
703650,Store,JAC,SHOP RITE SUPERMARKET INC,SHOPRITE SLINGERLANDS 2,41,VISTA BLVD,12159,65000,41 VISTA BLVD
715232,Store,JAC,SHOP-RITE SUPERMARKETS INC,SHOP-RITE SMKT FUEL CT,1728,CENTRAL AVE,12205,500,1728 CENTRAL AVE
734908,Store,JAC,HALAL SUPERMARKET INC,SHOP&SAVE HALAL SUPERMA,688D,NEW LOUDON RD,12110,0,688D NEW LOUDON RD
732943,Store,JAC,ZACHAREWICZ SOODKANONG,SHORT AND STOUT TEA COM,1,CROSSGATES MALL RD #C218,12203,863,1 CROSSGATES MALL RD
730421,Store,JAC,MASHRAH AND HUSSEIN INC,SHORTSTOP,454,DELAWARE AVE,12209,1800,454 DELAWARE AVE
725743,Store,JAC,SHORTY DELI INC,SHORTY DELI,515,S PEARL ST,12202,1200,515 S PEARL ST
713038,Store,JAC,SHREE HARIKRUPA CORPORATION,SHREE HARIKRUPA,269,OSBORNE RD,12211,3800,269 OSBORNE RD
722282,Store,JAC,SINDONIS COUNTRY DELI LLC,SIDONIS COUNTRY DELI,1080,SETTLES HILL RD,12009,1032,1080 SETTLES HILL RD
10748,Store,JAC,SIRAJCO INC,SIRAJCO FOOD MARKET,199,COLUMBIA ST,12047,1200,199 COLUMBIA ST
723912,Store,JAC,SC OF MID HUDSON NY INC,SMOKERS CHOICE,448,SAND CREEK RD,12205,1200,448 SAND CREEK RD
724469,Store,JAC,SC OF UPSTATE NY INC,SMOKERS CHOICE,215,WESTERN AVE,12203,2000,215 WESTERN AVE
10391,Store,JAC,SONA SONY QUICK MART CORP,SONA SONY QUICK MART,52,FULLER RD,12205,1000,52 FULLER RD
726200,Store,JAC,SOUTH PEARL DELI & GROCERY INC,SOUTH PEARL DELI & GROC,267,S PEARL STREET,12202,1200,267 S PEARL STREET
720004,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07592,146,DELAWARE AVE,12054,2400,146 DELAWARE AVE
720644,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07708,601,SARATOGA ST,12047,2500,601 SARATOGA ST
720646,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07710,1358,NEW SCOTLAND RD,12159,2500,1358 NEW SCOTLAND RD
720761,Store,JAC,SPEEDWAY LLC,SPEEDWAY #07892,951,LOUDON RD,12110,3500,951 LOUDON RD
720494,Store,JAC,SPEEDWAY LLC,SPEEDWAY #12205,156,WOLF RD,12205,1200,156 WOLF RD
10206,Store,JAC,NOLAN STACEY A,SPINDLE CITY MARKET,302,ONTARIO ST,12047,4000,302 ONTARIO ST
11004,Store,JAC,ALSHEGAA MOHAMED N,STADIUM DELI&GROCERY,82,ONTARIO ST,12206,1600,82 ONTARIO ST
708587,Store,JAC,BADOWIE NADIER M,STAR ONE MARKET,203,LIVINGSTON AVE,12210,2500,203 LIVINGSTON AVE
15522,Store,JAC,PIRROTTA GIROLAMO & ROSANNA,STELLA DEL MARE,123,MADISON AVE,12202,1400,123 MADISON AVE
720471,Store,JAC,CAPITAL AREA HOSPITALITY LLC,STEUBEN ST MARKET,58,N PEARL ST,12207,0,58 N PEARL ST
10008,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 105,624,DELAWARE AVE,12054,2800,624 DELAWARE AVE
15206,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 111,567,WATERVLIET SHAKER RD,12110,1600,567 WATERVLIET SHAKER RD
15231,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 122,94,COLUMBIA ST,12047,1800,94 COLUMBIA ST
10424,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 124,285,NEW SCOTLAND AVE,12208,1800,285 NEW SCOTLAND AVE
15060,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 133,1050,WESTERN AVE,12203,2000,1050 WESTERN AVE
10300,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 140,35,FULLER RD,12205,1200,35 FULLER RD
15037,Store,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 144,2457,RT 9W,12143,1500,2457 RT 9 W
