License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Zip Code,Square Footage,Retail_Address
720249,Store,JAC,DANS SUPREME SUPERMARKETS INC,KEY FOOD #1531 (MATTITU,10205,MAIN RD,11952,0,10205 MAIN RD
725927,Store,JAC,KIM'S COOKIE COMPANY INC,KIMS COOKIE COMPANY,239,MONTAUK HWY,11968,0,239 MONTAUK HWY
719553,Store,JAC,KING KULLEN GROCERY CO INC,KING KULLEN #1,440,W SUNRISE HWY,11772,0,440 W SUNRISE HWY
471830,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 10,153,RONKONKOMA AVE,11779,38000,153 RONKONKOMA AVE
478287,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 15,552,MONTAUK HWY,11934,30000,552 MONTAUK HWY
477335,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 16,600,WELLWOOD AVE,11757,43000,600 WELLWOOD AVE
479146,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 18,5507-200,NESCONSET HWY,11766,60000,5507 200 NESCONSET HWY
470319,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 19,275,JERICHO TPKE,11746,43000,275 JERICHO TPKE
471626,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 23,834,SUNRISE HWY GARDINER MANOR ML,11706,48000,834 SUNRISE HWY GARDINER MANOR ML
479519,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 26,2044,MONTAUK HWY PO BOX 70,11932,61000,2044 MONTAUK HWY
478271,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 3,315-25,MAIN RD,11935,35000,315 25 MAIN RD
472363,Store,JAC,KING KULLEN GROCERY CO INC,KING KULLEN 33,460,COUNTRY RD 111,11949,38000,460 COUNTRY RD
473583,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 35,405,WILLIAM FLOYD PKWY,11967,40000,405 WILLIAM FLOYD PKWY
479682,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 37,1235,MIDDLE COUNTRY RD,11953,55000,1235 MIDDLE COUNTRY RD
471109,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 40,50,NEW YORK AVE,11743,34000,50 NEW YORK AVE
476038,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 43,25,EASTPORT MANOR RD,11941,30000,25 EASTPORT MANOR RD
475753,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 44,1170,DEER PARK AVE,11703,42000,1170 DEER PARK AVE
472483,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 47,52,EAST MONTAUK HWY,11946,40000,52 EAST MONTAUK HWY
472248,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 51,6233,RT 25A,11792,40000,6233 RT
470544,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 57,472,LAKE AVE,11780,25000,472 LAKE AVE
471103,Store,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 59,29,MONTAUK HWY,11715,26000,29 MONTAUK HWY
720074,Store,JAC,BOLLA OPERATING LI CORP,KINGS 111 C STORE,504,ROUTE 111,11788,0,504 ROUTE
734308,Store,JAC,BOLLA OPERATING LI CORP,KINGS BRENTWOOD C-STORE,750,MOTOR PKWY,11717,1600,750 MOTOR PKWY
474700,Store,JAC,BOLLA OPERATING LI CORP,KINGS CALVERTON C-STORE,3705,MIDDLE COUNTRY RD,11933,0,3705 MIDDLE COUNTRY RD
734315,Store,JAC,BOLLA OPERATING LI CORP,KINGS COMMACK C-STORE,2211,JERICHO TPKE,11725,0,2211 JERICHO TPKE
717530,Store,JAC,BOLLA OPERATING LI CORP,KINGS COPAIGUE C STORE,1201,SUNRISE HWY,11726,800,1201 SUNRISE HWY
734318,Store,JAC,BOLLA OPERATING LI CORP,KINGS CORAM C-STORE,372,MIDDLE COUNTRY RD,11727,800,372 MIDDLE COUNTRY RD
473637,Store,JAC,BOLLA OPERATING LI CORP,KINGS MIDDLE CTRY SPR,560,MIDDLE COUNTRY RD,11780,600,560 MIDDLE COUNTRY RD
474802,Store,JAC,BOLLA OPERATING LI CORP,KINGS MTR PKWY SUPR PMP,1340,MOTOR PKWY,11749,1000,1340 MOTOR PKWY
703786,Store,JAC,BOLLA OPERATING LI CORP,KINGS MT SINAI C-STORE,5477,NESCONSET HWY,11766,1500,5477 NESCONSET HWY
474715,Store,JAC,OM SHRI CORP,KINGS PARK BEER&SODA,165,W MAIN ST,11754,1000,165 W MAIN ST
477462,Store,JAC,KINGS PARK MEAT MARKET INC,KINGS PARK MEAT MARKET,76,MAIN ST,11754,3600,76 MAIN ST
474219,Store,A,KINGS PARK MINI MART CORP,KINGS PARK MINI MART,7,MAIN ST,11754,1000,7 MAIN ST
734316,Store,JAC,BOLLA OPERATING LI CORP,KINGS RONKONKOMA C-STOR,322,RONKONKOMA AVE,11779,2000,322 RONKONKOMA AVE
733983,Store,A,BOLLA OPERATING LI CORP,KINGS SHIRLEY C STORE,737,MONTAUK HWY,11967,0,737 MONTAUK HWY
727724,Store,JAC,BOLLA OPERATING L.I. CORP,KINGS SUNRISE C STORE,540,SUNRISE HWY,11795,600,540 SUNRISE HWY
733986,Store,A,BOLLA OPERATING LI CORP,KINGS WALT WHITMAN C ST,1010,WALT WHITMAN RD,11747,400,1010 WALT WHITMAN RD
733261,Store,JAC,BOLLA OPERATING LI CORP,KINGS WHEELER C-STORE,360,WHEELER RD,11788,1100,360 WHEELER RD
479188,Store,JAC,KISMET MARKET INC,KISMET MARKET,,OAK&BAY WALK,11706,2400,
474123,Store,JABC,KITCHEN KABARET EAST INC,KITCHEN KABARET EAST,87,SAXON AVE,11706,7500,87 SAXON AVE
717389,Store,JAC,KK PETROLEUM CORP,KK PETROLEUM,4560,EXPRESS DRIVE SOUTH,11779,0,4560 EXPRESS DRIVE SOUTH
479852,Store,JABC,SOUTHSIDE DELI OF SUFFOLK CO INC,KLEIBERS COUNTRY STORE,199,MAPLE ST,11751,1000,199 MAPLE ST
470863,Store,A,K MART CORP,K MART 3861,1000,MONTAUK HGWY,11704,89000,1000 MONTAUK
470241,Store,A,K MART CORP,K MART 3862 BIG,5151,SUNRISE HWY,11716,85000,5151 SUNRISE HWY
470452,Store,A,K MART CORP,KMART #4868,605,OLD COUNTRY RD RT 58,11901,115000,605 OLD COUNTRY RD
478662,Store,A,K MART CORP,K MART 4871,2280,N OCEAN AVE,11738,110000,2280 N OCEAN AVE
471816,Store,A,K MART CORP,K MART 9423,,,11932,91000,
721118,Store,A,K & M CONVENIENCE INC,K & M CONVENIENCE,65,MASTIC BEACH,11951,0,65 MASTIC BEACH
709425,Store,JAC,KOFUKU CORP,KOFUKU,1099,NORTH COUNTRY RD,11790,1000,1099 NORTH COUNTRY RD
708754,Store,JAC,JEMCO WINERY ASSOCIATES INC,KONTOKOSTA WINERY,825,NORTH RD,11944,0,825 NORTH RD
723314,Store,JAC,HEAVENLY FOOD MART INC,KOOL FOOD MART,600,HALLOCK AVE,11776,1000,600 HALLOCK AVE
471050,Store,A,KRISTYS SMOKE INC,KRISTYS SMOKE,1836,DEER PARK AVE,11729,1500,1836 DEER PARK AVE
721771,Store,JAC,LA AREPA INC,LA AREPA,1075,SUFFOLK AVE,11717,5000,1075 SUFFOLK AVE
720043,Store,JAC,LA BENDICION DELI&GROCERY INC,LA BENDICION DELI&GROCE,417,E MAIN ST,11772,1500,417 E MAIN ST
725292,Store,JAC,LA BODEGA LATINA DELI & GROCERY C,LA BODEGA LATINA DELI &,50,MIDDLE COUNTRY RD,11727,0,50 MIDDLE COUNTRY RD
470200,Store,JABCH,DORTONI BAKERY AND CAFE INC,LA BONNE B BKRY&PAS SHP,125,W BROADWAY,11777,2300,125 W BROADWAY
471937,Store,JABC,LACORTE PAUL,LACORTES FARM STAND,339,MONTAUK HWY,11955,2000,339 MONTAUK HWY
473411,Store,JAC,Y&G FOOD MARKET INC,LA CUBANITA DELI,1827,5TH AVE,11706,1400,1827 5TH AVE
734894,Store,JAC,LA GLORIETA FIVE STARS DELI INC,LA GLORIETA FIVE STARS,793,SUFFOLK AVE,11717,0,793 SUFFOLK AVE
727678,Store,JAC,NORMA ESTELA FLORES DE PERLA,LA GRAN FAMILIA,1323,STRAIGHT PATH,11798,500,1323 STRAIGHT PATH
470918,Store,JABC,LAKE VILLAGE MARKET INC,LAKE VILLAGE MARKET,904,JOHNSON AVE,11779,4000,904 JOHNSON AVE
717480,Store,JACG,LANCO CORP,LANCO CORP,2905,VETERANS MEMORIAL HWY SUITE,11779,65000,2905 VETERANS MEMORIAL HWY
478993,Store,JAC,LAND&SEA FISH&LOBSTER CORP,LAND&SEA FISH MARKET,524,RT 25A,11766,1800,524 RT
473614,Store,JAC,LA PLACITA CORP,LA PLACITA,92,WICKS RD,11717,0,92 WICKS RD
472455,Store,JAC,PERALTA ARISMENDY D,LA PLACITA 2,1563,ISLIP AVE,11722,0,1563 ISLIP AVE
720286,Store,JAC,LA PLACITA EXPRESS INC,LA PLACITA EXPRESS,711A,HORSEBLOCK RD,11738,2000,711A HORSEBLOCK RD
734723,Store,JAC,LA PLACITA MEAT MARKET CORP,LA PLACITA MEAT MARKET,58,SURREY CIR,11967,2500,58 SURREY CIR
733867,Store,JAC,LA PLAZA MINI MARKET CORP,LA PLAZA MINI MARKET,1293,STRAIGHT PATH,11798,1500,1293 STRAIGHT PATH
474342,Store,JAC,LARKFIELD IGA LLC,LARKFIELD IGA,301,CLAY PITTS RD,11731,16000,301 CLAY PITTS RD
472279,Store,JAC,LAS DELICIAS DE MI TIERRA INC,LAS DELICIAS-MI TIERRA,1262,SUFFOLK AVE,11717,700,1262 SUFFOLK AVE
474539,Store,JAC,LAS PALMAS DELI CORP,LAS PALMAS DELI,326,LARKFIELD RD,11731,1200,326 LARKFIELD RD
474398,Store,JAC,LA TIENDA NY CORP,LA TIENDA NY,12130,MAIN RD,11952,3000,12130 MAIN RD
733442,Store,A,MUNDO LATINO GROCERY CORP,LA TIENDITA LATINA GROC,262,HAMPTON RD,11968,1000,262 HAMPTON RD
728340,Store,A,LOPEZ CORONADO/MONROY PEDRO,LATINOS MULTISERVICES,1186B,EAST MAIN STREET,11901,0,1186B EAST MAIN STREET
716297,Store,JAC,LA TROPICAL MARKET INC,LA TROPICAL MARKET,1617,5TH AVE 1ST FLOOR,11706,1200,1617 5TH AVE
470659,Store,JAC,LA VAQUITA DELI CORP,LA VAQUITA DELI,2340,GREAT NECK RD,11726,1600,2340 GREAT NECK RD
474524,Store,JAC,LAYYAH CORP,LAYYAH,331,FRONT ST,11944,2800,331 FRONT ST
720091,Store,JAC,ONEIDA EXPRESS INC,LE COIN TROPICAL,22,BAY SHORE RD,11706,2500,22 BAY SHORE RD
474581,Store,A,KITCHEN COLLECTION INC,LE GOURMET CHEF,1770,W MAIN ST STE 1704,11901,0,1770 W MAIN ST
473950,Store,A,KITCHEN COLLECTIONS INC THE,LE GOURMET CHEF,,TANGER OUTLET DR SUITE 1704,11901,5000,
705123,Store,JAC,EL GUANACO MULTI SERVICES INC,LEMPA DELI,189,J CALEBS PATH,11722,2000,189 J CALEBS PATH
474008,Store,JAC,LEMPA FOOD AND DELI INC,LEMPA FOOD AND DELI,140,CARLETON AVE,11722,1500,140 CARLETON AVE
730428,Store,JAC,LEMPA RIVER DELI INC,LEMPA RIVER DELI,485,WAVERLY AVE,11772,0,485 WAVERLY AVE
474257,Store,JABC,LENNY BRUNO FARMS INC,LENNY BRUNO FARMS,740,WADING RICER RD,11949,6000,740 WADING RICER RD
471778,Store,JAC,L AGRICULTURAL HOLDINGS LLC,LEWIN FARMS,812,SOUND AVE,11933,15000,812 SOUND AVE
474897,Store,JAD,SIME CORP,LI DISCOUNT BEVERAGE,394,LONG ISLAND AVE,11798,8600,394 LONG ISLAND AVE
474927,Store,JAC,LIGHTHOUSE MARKET&DELI LLC,LIGHTHOUSE MARKET&DELI,363,MEETING HOUSE CREEK RD,11901,1000,363 MEETING HOUSE CREEK RD
472873,Store,JAC,LONG ISLAND HALAL MEAT&GRCRY INC,LI HALAL MEAT&GROCERY,970,LITTLE EAST NECK ROAD,11704,1200,970 LITTLE EAST NECK ROAD
719159,Store,JAC,LIVYLU & ASSOCIATES INC,LILYS BREAD BOX,75,BROADWAY,11740,500,75 BROADWAY
472339,Store,JAC,JUAN&MARY CORP,LIMENOS DELI,624,OAK ST,11726,2000,624 OAK ST
474340,Store,JAC,SUTEN INC,LINDENHURST FOOD MART,2,W MONTAUK HWY,11757,3200,2 W MONTAUK HWY
722435,Store,JAC,LINDT&SPRUNGLI USA INC,LINDT CHOCOLATE,,SUITE 205 TANGER MALL DR,11901,1000,
476249,Store,A,LINDYS SMOKE SHOP LTD,LINDYS SMOKE SHOP,260,E SUNRISE HWY,11757,1000,260 E SUNRISE HWY
723390,Store,JAC,LISAS HOMEMADE INC,LISAS HOMEMADE INC,46,WEST DRIVE NORTH,11937,0,46 WEST DRIVE NORTH
717689,Store,JAC,LISAS LOVELY ORGANIC JUICE BAR,LISAS LOVELY ORGANIC JU,27,RACE LANE,11937,0,27 RACE LANE
712596,Store,JAC,BAYWATER GROUP INC,LITTLE CREEK OYSTER FAR,37,FRONT ST (ROW OFF FRONT ST),11944,0,37 FRONT ST (ROW OFF FRONT ST
713549,Store,JAC,LOMBARDI MARKET @ LOVE LANE INC,LOMBARDI MARKET @ LOVE,170,LOVE LANE,11952,0,170 LOVE LANE
472637,Store,JABC,1055 PATCHOGUE OPERATING CORP,LOMBARDIS MARKET,1055,MAIN ST,11741,4000,1055 MAIN ST
474793,Store,JAC,LONG IRELAND BREWING CO LLC,LONG IRELAND BREWING CO,817,PULASKI ST,11901,8800,817 PULASKI ST
726311,Store,A,LONG ISLAND 99 CENTS & UP INC,LONG ISLAND 99 CENTS &,58,E SUNRISE HWY,11757,2000,58 E SUNRISE HWY
472567,Store,JAC,2010 LOS CERCADILLOS GROCERY CORP,LOS CERCADILLOS GRCY,184,DEPOT RD,11746,2000,184 DEPOT RD
473525,Store,JAC,LOS MUCHACHOS MINIMARKET CORP,LOS MUCHACHOS MINIMKT,1589,MANATUCK BLVD,11706,0,1589 MANATUCK BLVD
704372,Store,JAC,LOS PRIMOS DELI NY CORP.,LOS PRIMOS DELI NY,201,SECOND AVENUE,11717,4000,201 SECOND AVENUE
727301,Store,JAC,MANNU INC,LOTS OF LUCK: FOOD AND,82C,SURREY CIRCLE,11967,1100,82C SURREY CIRCLE
474316,Store,JAC,JW CANDY INC,LOVE LANE SWEET SHOPPE,125,LOVE LN,11952,1500,125 LOVE LN
703688,Store,JAC,PARK JAY,LUCKY FARMS,247A,OLD WALT WHITMAN RD,11746,1500,247A OLD WALT WHITMAN RD
713707,Store,JAC,LUCKY LOUS INC,LUCKY LOUS GOURMET RICE,4603,MIDDLE COUNTRY RD,11933,0,4603 MIDDLE COUNTRY RD
722834,Store,A,J&H LUCKY SPOT INC,LUCKY SPOT SMOKE SHOP,1205,DEER PARK AVENUE,11703,1000,1205 DEER PARK AVENUE
722570,Store,A,PMI FOOD MART CORP,LUKOIL,170,BAY SHORE RD,11703,800,170 BAY SHORE RD
713305,Store,A,MATERIAL OBJECTS CORP.,LUMBER AND SALT,5570,SOUND AVE,11901,0,5570 SOUND AVE
733000,Store,JAC,LW 1116 LLC,L & W MARKET,2493,MONTAUK HWY,11932,1000,2493 MONTAUK HWY
709266,Store,A,MAA UMA INC,MAA UMA,544,COMMACK RD STE 15,11729,0,544 COMMACK RD
471299,Store,A,MACE HOUSEWARES INC,MACES CLOSEOUT CITY,132,COMMACK RD,11725,5000,132 COMMACK RD
732512,Store,JAC,MACKALLIE LLC,MACKIES,132,CONNETQUOT AVE,11730,1500,132 CONNETQUOT AVE
734438,Store,JAC,COOKING WITH CHEF MICHELLE LLC,MADEMOISELLE,61,NORTH OCEAN AVE,11772,850,61 NORTH OCEAN AVE
733998,Store,JAC,LPJ FOOD INDUSTRY CORP,MADRE TIERRA DELI,4747,NESCONSET HWY ST 23,11776,1200,4747 NESCONSET HWY ST
474149,Store,JAC,MAES NY CORP,MAES NY,161-163,RAILROAD ST,11901,1200,161 163 RAILROAD ST
733455,Store,JAC,MAGIC MEAT MARKET INC,MAGIC MEAT MARKET,865,LOWELL AVE,11722,1500,865 LOWELL AVE
734460,Store,JAC,MAGIC MEAT MARKET & DELI INC,MAGIC MEAT MARKET & DEL,456,WILLIAM FLOYD PARKWAY,11967,1500,456 WILLIAM FLOYD PARKWAY
473887,Store,JABC,MAIDSTONE MARKET & DELI INC,MAIDSTONE MARKET & DELI,514,THREE MILE HARBOR RD,11937,2500,514 THREE MILE HARBOR RD
472304,Store,JAC,NUMA DANIEL,MAIN DIVINE GROCERY STR,1585,NEW YORK AVE,11746,800,1585 NEW YORK AVE
707130,Store,JAC,MAIN STREET CANDY & CREAM LLC,MAIN STREET SWEETS,121,MAIN ST,11978,500,121 MAIN ST
475817,Store,JABC,MAKINAJIAN POULTRY FARM INC,MAKINAJIAN POULTRY FARM,276,CUBA HILL RD,11743,1000,276 CUBA HILL RD
474272,Store,JAC,MANNYS MEAT INC,MANNYS MEAT,865,LOWELL AVE,11722,1500,865 LOWELL AVE
474973,Store,JABC,MAPLE AVENUE MINIMARKET CORP,MAPLE AVENUE MINIMARKET,109,MAPLE AVE,11772,3000,109 MAPLE AVE
722033,Store,JAC,MARIAS ORIG TARALLI BARESI INC,MARIA ORIG TARALLI BARE,201C,BROOK AVENUE,11729,0,201C BROOK AVENUE
474993,Store,JAC,MARIAS KITCHEN CORP,MARIAS KITCHEN,55,N FERRY RD,11964,800,55 N FERRY RD
474303,Store,A,BURNEO MERI,MARINA EXPRESS,296,E MAIN ST,11772,1500,296 E MAIN ST
714868,Store,JAC,MARINAS DELI & GROCERY INC,MARINAS DELI & GROCERY,137,SUNRISE HWY,11701,1500,137 SUNRISE HWY
478927,Store,JAC,2131 MEAT CORP,MARINO & SON MEATS,2131,MIDDLE COUNTRY RD,11720,2400,2131 MIDDLE COUNTRY RD
474125,Store,JABC,SCOGGIN SHELLY,MARKET THE,44,FRONT ST,11944,2500,44 FRONT ST
731432,Store,JAC,MARTAS DELI NY CORP,MARTAS DELI NY,300,RIVERLEIGH AVE,11901,1200,300 RIVERLEIGH AVE
707717,Store,JAC,MQZ-ROSE CORP,MARTY'S GOURMET SEAFOOD,266,NEW YORK AVE,11743,1000,266 NEW YORK AVE
472519,Store,JABCH,MARYS MARVELOUS INC,MARYS MARVELOUS,207,MAIN ST,11930,1000,207 MAIN ST
713852,Store,JAC,MANGU ENTERPRISES INC,MASTIC DELI & GROCERY,234-2,WILLIAM FLOYD PKWY,11967,2500,234 2 WILLIAM FLOYD PKWY
734881,Store,JAC,MASTIC FRIED CHICKEN INC,MASTIC FRIED CHICKEN,495,MASTIC RD,11951,0,495 MASTIC RD
470832,Store,JACK,J&A MASTIC SEAFOOD INC,MASTIC SEAFOOD,1051,MASTIC RD,11950,2000,1051 MASTIC RD
721212,Store,JAC,LAS MATAS MINIMARKET CORP,M & A SUPERMARKET,1531,STRAIGHT PATH,11798,3000,1531 STRAIGHT PATH
732870,Store,JAC,L & V MINI MARKET CORP,M & A SUPERMARKET,1531,STRAIGHT PATH,11798,0,1531 STRAIGHT PATH
475006,Store,A,MATA SAHIB CORP,MATA SAHIB,115,MARK TREE RD UNIT 3,11720,800,115 MARK TREE RD
472834,Store,JAC,BERNARD F MAY&SON INC,MAYS FARMSTEAD,6361,RTE 25A,11792,2000,6361 RTE
473940,Store,JAC,M&B METRO DELI LLC,M&B METRO DELI,571,BROADWAY,11701,1500,571 BROADWAY
477126,Store,JAC,MCCARRICKS DAIRY INC,MCCARRICKS DAIRY,729,RT 25A,11778,4600,729 RT
475010,Store,A,MEAT MARKET 111 INC,MEAT MARKET 111,1423,ISLIP AVE UNIT B,11722,0,1423 ISLIP AVE
725538,Store,JAC,MEDFORD VILLAGE MARKET INC,MEDFORD VILLAGE MARKET,2080,RT 112,11763,1800,2080 RT
473471,Store,A,MEGA DISCOUNT INC,MEGA DISCOUNT,40B,SUFFOLK AVE,11722,2000,40B SUFFOLK AVE
473697,Store,JAC,MELROSE DELI INC,MELROSE DELI,113,W MONTAUK HWY,11946,2800,113 W MONTAUK HWY
707554,Store,JAC,MERCEDES MEAT MARKET,MERCEDES MEAT MARKET,376,NEIGHBORHOOD RD,11951,0,376 NEIGHBORHOOD RD
475539,Store,JAC,MERCEP BROS INC,MERCEP BROS,609,LAKE AVE,11780,3000,609 LAKE AVE
470159,Store,JAC,MERMAID MARKET AND CATERING INC,MERMAID MARKET,780,BAY WALK,11770,800,780 BAY WALK
472577,Store,JAC,ROJAS JUSTINA,MEXICO LINDO,713,E MAIN ST,11901,1500,713 E MAIN ST
474470,Store,JAC,MHB TRADING INC,MHB TRADING,1025,RT 25A,11764,800,1025 RT
732980,Store,A,RAYYAN ENTERPRISES INC,MILK N THINGS,815,MIDDLE COUNTRY ROAD,11784,700,815 MIDDLE COUNTRY ROAD
471627,Store,JABCH,MILK PAIL LLC,MILK PAIL THE,757,MECOX RD & MONTAUK HWY,11976,6000,757 MECOX RD & MONTAUK HWY
472464,Store,JAC,MILL ROAD CONVENIENCE STORE INC,MILL DELI & GROCERY,8,MILL RD,11980,2000,8 MILL RD
471819,Store,JAC,PASE FUEL CORP,MILLENNIUM MINI MART,153,MIDDLE COUNTY RD,11961,300,153 MIDDLE COUNTY RD
727410,Store,JAC,MILL RD DELI MINI MARKET LLC,MILL RD DELI MINI MARKE,252,MILL RD,11980,0,252 MILL RD
470784,Store,A,ABM AUTO INC,MINI MART,280,MONTAUK HWY,11934,400,280 MONTAUK HWY
470215,Store,JAC,DHAVAL INC,MINI MART,310,BAY SHORE RD,11703,1000,310 BAY SHORE RD
710596,Store,JAC,MINI ORANGE II CORP,MINI ORANGE DELI & GROC,12,1ST AVE,11717,1200,12 1ST AVE
473231,Store,JAC,MISHAEL GROCERY CORP,MISHAEL GROCERY,1454,NEW YORK AVE,11746,2000,1454 NEW YORK AVE
729970,Store,JAC,WHOLE LIVING LLC,MISSION NUTRITION,307,MAIN ST,11743,2000,307 MAIN ST
474910,Store,JAC,MITAD DEL MUNDO EXPRESS INC,MITAD DEL MUNDO,106-108,N MAIN ST,11937,1000,106 108 N MAIN ST
473669,Store,JAC,MI TIERRA FOOD MARKET CORP,MI TIERRA FOOD MARKET,380,OAK ST,11726,0,380 OAK ST
731783,Store,A,M & J MART INC,M & J MART,1719A,GREAT NECK ROAD,11726,800,1719A GREAT NECK ROAD
733125,Store,A,M M E PETRO CORP,M M E PETRO,569,ROUTE 109,11704,0,569 ROUTE
722644,Store,JAC,415 E MAIN GAS LLC,MOBIL,415,EAST MAIN ST,11901,0,415 EAST MAIN ST
718108,Store,JAC,MOODY MART 3 INC,MOBIL,3239,SUNRISE HWY,11752,0,3239 SUNRISE HWY
718501,Store,JAC,MOODY MART 4 INC,MOBIL,819,W JERICHO TPKE,11787,800,819 W JERICHO TPKE
720000,Store,JAC,SHARMIR ENT LLC,MOBIL GAS,5991,EXPRESSWAY DRIVE N,11741,500,5991 EXPRESSWAY DRIVE N
728753,Store,JAC,1823 MIDDLE COUNTRY GAS LLC,MOBIL MART,1823,MIDDLE COUNTRY RD,11961,1500,1823 MIDDLE COUNTRY RD
712122,Store,JAC,5TH AVE SUNRISE LLC,MOBIL MART,211,5TH AVE,11706,2200,211 5TH AVE
470560,Store,JAC,ALL AMERICAN MOBIL INC,MOBIL MART,700,MOTOR PKWY,11788,1000,700 MOTOR PKWY
475028,Store,JAC,NOR PORTION SERVICE CENTER INC,MOBIL MART,271,PORTION RD,11779,1000,271 PORTION RD
472055,Store,A,PORTION GAS & CONVENIENCE INC,MOBIL MART,1194,PORTION RD,11742,2000,1194 PORTION RD
472154,Store,A,ROCKY POINT MOBIL INC,MOBIL MART,557,RT 25A,11778,200,557 RT
474290,Store,JAC,RTE 58 ENTERPRISES INC,MOBIL MART,1575,OLD COUNTRY RD,11901,1200,1575 OLD COUNTRY RD
722988,Store,A,TOPPA CENTEREACH CORP,MOBIL SNACK SHOP,2033,MIDDLE COUNTRY RD,11720,700,2033 MIDDLE COUNTRY RD
477517,Store,JAC,MONTAUK BEER&SODA INC,MONTAUK BEER&SODA,43,S ELMWOOD AVE,11954,3000,43 S ELMWOOD AVE
715403,Store,JAC,MONTAUK FISH DOCK INC,MONTAUK FISH DOCK,478,WESTLAKE DR,11954,2000,478 WESTLAKE DR
732231,Store,JAC,MONTAUK IGA LLC,MONTAUK IGA,654,MONTAUK HIGHWAY,11954,0,654 MONTAUK HIGHWAY
711578,Store,JAC,MONTAUK JUICE FACTORY LLC,MONTAUK JUICE FACTORY,12,S. ETNA AVE,11954,0,12 S ETNA AVE
721579,Store,JAC,MONTAUK MARKET 805 INC.,MONTAUK MARKET 805,805,MONTAUK HIGHWAY UNIT 1,11954,2000,805 MONTAUK HIGHWAY
472500,Store,JAC,MOONEY POND DELI&MARKET INC,MOONEY POND MARKET,374,MOONEY POND RD,11738,1500,374 MOONEY POND RD
473527,Store,JAC,CUMMINGS JOHN,MOUNT AVE FOOD MART,737,MOUNT AVE,11798,400,737 MOUNT AVE
478915,Store,JABH,MR BILLS DELIGHT INC,MR BILLS CHEESECAKES,773,N WELLWOOD AVE,11757,1500,773 N WELLWOOD AVE
717946,Store,JAC,MR BROADWAY DELI CORP,MR BROADWAY DELI,53A,BROADWAY,11778,0,53A BROADWAY
722322,Store,A,MRK PETROLEUM INC,MRK PETROLUEM,255,MONTAUK HWY,11796,0,255 MONTAUK HWY
474464,Store,JABC,GMS GROCERY INC,MR ROBERTS CONV STORE,300,FRONT ST,11944,2500,300 FRONT ST
472494,Store,JAC,RANV INC,MR SAUSAGE,3,UNION PLACE,11743,2000,3 UNION PLACE
479892,Store,JACH,MULTI AQUACULTURE SYSTEMS INC,MULTI AQUACULTURE SYST,429,CRANBERRY HOLE RD,11930,3000,429 CRANBERRY HOLE RD
730938,Store,JAC,ZBLD INC,MUNG BEAN NATURAL FOODS,6522,JERICHO TPKE,11725,1000,6522 JERICHO TPKE
729710,Store,JAC,NEXT LEVELS MEALS INC,MUSCLE UP PALEO,52,B OLD DOCK RD,11980,0,52 B OLD DOCK RD
703276,Store,A,ARKALI MUSTAFA,MUSTAFA ARKALI,999,RTE 25A,11790,0,999 RTE
474754,Store,JAC,WADING RIVER MARKET INC,MY BUTCHER,6278,RT 25A,11792,2000,6278 RT
727430,Store,JAC,ANA V SORTO,MY LITTLE HOUSE MARKET,1321,STRAIGHT PATH,11798,1000,1321 STRAIGHT PATH
723716,Store,JAC,MY SMOKE SHOP OF LI INC,MY SMOKE SHOP,863,W JERICHO TPKE,11787,1000,863 W JERICHO TPKE
714194,Store,JAC,NANITOS DELI CORP,NANITOS DELI,1036,LITTLE EAST NECK RD,11704,2900,1036 LITTLE EAST NECK RD
706270,Store,JAC,NATURALLY FREE FOOD SERVICE LLC,NATURALLY FREE FOOD SER,4603,MIDDLE COUNTRY RD,11933,100,4603 MIDDLE COUNTRY RD
474647,Store,JAC,NAYELIS GROCERY INC,NAYELIS DELI GROCERY,100,BAY AVE,11772,1500,100 BAY AVE
474503,Store,JAC,NEGRIL DELIGHTS DELI&GROCERY INC,NEGRIL DELIGHTS DELI&GR,1310,STRAIGHT PATH,11798,1000,1310 STRAIGHT PATH
473432,Store,JABC,NELLY G DELI INC,NELLYS DELI,20,S EMBASSY ST,11954,1500,20 S EMBASSY ST
722412,Store,A,SMITHTOWN BLVD SMOKE SHOP INC,NESCONSET SMOKE SHOP,204,SMITHTOWN BLVD STE 1,11767,1200,204 SMITHTOWN BLVD
